Trained,Pruning Percentage,Perplexity,ROGUE-L F1 Score,TTFT (s),Run Time (s),Output Tokens,Time per Output Token (s)
1.0,42.5%,17122942.75189744,1.0,0.012024593,0.4465334605,635.0,0.00070320229999995
0.0,42.5%,344551.8961378237,1.0,0.0130340505,0.46018830450000003,635.0,0.0007247059913385501
1.0,45.0%,10069282.390094347,1.0,0.013313012499999999,0.447500929,635.0,0.0007047258724408999
0.0,45.0%,334114.2240934237,1.0,0.0119357405,0.4621906885,635.0,0.00072785935196845
1.0,47.5%,9477696.45530111,1.0,0.0118816225,0.4490071805,635.0,0.00070709792204715
0.0,47.5%,324308.9386295512,1.0,0.0119134785,0.46172170749999997,635.0,0.00072712079921255
1.0,50.0%,8573647.96353487,1.0,0.0118402445,0.4499115395,635.0,0.00070852210944875
0.0,50.0%,313871.26658515114,1.0,0.011857998500000001,0.461680184,635.0,0.000727055407874
1.0,52.5%,10907662.518597651,1.0,0.0121756485,0.44631236799999996,635.0,0.00070285412283455
0.0,52.5%,323676.5520490236,1.0,0.011773252000000001,0.459189456,635.0,0.00072313300157475
1.0,55.0%,11760974.944532678,1.0,0.011845864000000001,0.44722615450000003,635.0,0.00070429315669285
0.0,55.0%,313871.26658515114,1.0,0.011823156500000001,0.460863254,635.0,0.00072576890393695
1.0,57.5%,11760974.944532678,1.0,0.0119037735,0.443368941,635.0,0.00069821880472435
0.0,57.5%,345225.06814868934,1.0,0.011767926500000001,0.456103205,635.0,0.00071827276377945
1.0,60.0%,7147444.734765157,1.0,0.0118668795,0.44378718699999997,635.0,0.0006988774598425
0.0,60.0%,313871.26658515114,1.0,0.011900603,0.457447259,635.0,0.0007203893842518999
1.0,62.5%,9518271.503792077,1.0,0.0118565295,0.444998531,635.0,0.0007007850881889501
0.0,62.5%,326208.56943544,1.0,0.011866598499999999,0.4562489755,635.0,0.0007185023236220001
1.0,65.0%,7903310.176169226,1.0,0.0122107135,0.44316221050000004,635.0,0.00069789324488185
0.0,65.0%,334114.2240934237,1.0,0.011961192499999999,0.46452817999999996,635.0,0.00073154044094485
1.0,67.5%,9296953.534756035,1.0,0.0118459445,0.446960584,635.0,0.000703874935433
0.0,67.5%,334114.2240934237,1.0,0.0117866825,0.4614418975,635.0,0.00072668015354325
1.0,70.0%,9424110.411400743,1.0,0.011882053,0.4468655035,635.0,0.0007037252023621499
0.0,70.0%,355662.7401930894,1.0,0.01180144,0.4640369315,635.0,0.0007307668212598001
1.0,72.5%,19108103.249612413,1.0,0.011840689500000001,0.446244074,635.0,0.0007027465732283
0.0,72.5%,313871.26658515114,1.0,0.011836942999999999,0.4617144225,635.0,0.0007271093267716
1.0,75.0%,70943526.73010913,1.0,0.0144379225,0.453058391,635.0,0.0007134777811023
0.0,75.0%,323676.5520490236,1.0,0.0122519615,0.4590198365,635.0,0.00072286588425195
1.0,77.5%,102114851.24989046,1.0,0.0119047205,0.44549231899999997,635.0,0.0007015627070865501
0.0,77.5%,304660.0533357742,1.0,0.011913647,0.456040196,635.0,0.00071817353700785
1.0,80.0%,42926621.849175096,1.0,0.011880960999999999,0.44393432499999996,635.0,0.0006991091732283
0.0,80.0%,323676.5520490236,1.0,0.012009974,0.45794765000000004,635.0,0.0007211774015747499
1.0,82.5%,12802785.20960906,1.0,0.011914509,0.4433784045,635.0,0.0006982337078739499
0.0,82.5%,335419.78268481686,1.0,0.011834769,0.4582734855,635.0,0.0007216905283463999
1.0,85.0%,101804836.21024811,1.0,0.011877158499999999,0.443031173,635.0,0.0006976868866140999
0.0,85.0%,313871.26658515114,1.0,0.011856344500000001,0.45837306850000004,635.0,0.00072184735196845
1.0,87.5%,18103271.716385357,1.0,0.011835495000000001,0.44234643949999997,635.0,0.0006966085661417
0.0,87.5%,345225.06814868934,1.0,0.0121761935,0.45941727200000004,635.0,0.0007234917669291
1.0,90.0%,189288225.23699176,1.0,0.011983088999999999,0.4433865245,635.0,0.00069824649527555
0.0,90.0%,334114.2240934237,1.0,0.012160414000000001,0.46058555,635.0,0.0007253315748030999
1.0,92.5%,37468072.43628587,1.0,0.011846269999999999,0.445763381,635.0,0.0007019895763779
0.0,92.5%,313871.26658515114,1.0,0.0118035345,0.458577976,635.0,0.00072217004094485
1.0,95.0%,1391046.3245542492,1.0,0.011912701500000001,0.4442565055,635.0,0.00069961654409445
0.0,95.0%,313871.26658515114,1.0,0.0117541975,0.45923851699999996,635.0,0.0007232102629921001
1.0,97.5%,1318594.5201956665,1.0,0.011710384,0.446847422,635.0,0.000703696727559
0.0,97.5%,334114.2240934237,1.0,0.0117846645,0.4569954935,635.0,0.00071967794251965
