Trained,Pruning Percentage,Perplexity,ROGUE-L F1 Score,TTFT (s),Run Time (s),Output Tokens,Time per Output Token (s)
,0,30.151962130172095,1.0,0.0124818295,0.463802659,635.0,0.0007303978881889499
1.0,2.5%,796516.3661372968,1.0,0.012077445,0.446367838,635.0,0.0007029414771653
0.0,2.5%,304065.98112127866,1.0,0.011867253000000001,0.461559815,635.0,0.00072686585039365
1.0,5.0%,1110362.7564936844,1.0,0.012079244,0.4445203595,635.0,0.0007000320622046999
0.0,5.0%,355662.7401930894,1.0,0.011919201,0.4601668365,635.0,0.0007246721834645001
1.0,7.5%,1038913.4416376213,1.0,0.013056298000000001,0.44590797800000004,635.0,0.0007022172881889
0.0,7.5%,334114.2240934237,1.0,0.0123190645,0.461088791,635.0,0.0007261240803149
1.0,10.0%,1136795.4184664208,1.0,0.0119925325,0.4444835915,635.0,0.00069997415984245
0.0,10.0%,324308.9386295512,1.0,0.012013377,0.46054761850000003,635.0,0.00072527184015745
1.0,12.5%,2441362.329956442,1.0,0.011819125,0.44358416700000003,635.0,0.0006985577433070501
0.0,12.5%,334114.2240934237,1.0,0.011827812,0.45607575749999996,635.0,0.0007182295393700501
1.0,15.0%,12802785.20960906,1.0,0.012048899,0.446780863,635.0,0.0007035919102361999
0.0,15.0%,304660.0533357742,1.0,0.0119298445,0.4595766585,635.0,0.0007237427692913
1.0,17.5%,18253989.030606598,1.0,0.011944456499999999,0.4440273655,635.0,0.00069925569370075
0.0,17.5%,324308.9386295512,1.0,0.011879594,0.45806448600000005,635.0,0.0007213613952755001
1.0,20.0%,4241988.300444153,1.0,0.012000196500000001,0.44524073799999997,635.0,0.0007011665165354
0.0,20.0%,313871.26658515114,1.0,0.011896852,0.457701946,635.0,0.00072079046614165
1.0,22.5%,6760314.00661612,1.0,0.0117766395,0.4456929625,635.0,0.0007018786811023
0.0,22.5%,324308.9386295512,1.0,0.01189341,0.4584388785,635.0,0.0007219509897637001
1.0,25.0%,6636310.858205032,1.0,0.01193038,0.448961073,635.0,0.00070702531181095
0.0,25.0%,344551.8961378237,1.0,0.011873542,0.4615966405,635.0,0.00072692384330705
1.0,27.5%,7587987.554484474,1.0,0.0121672585,0.447044341,635.0,0.0007040068362204001
0.0,27.5%,323676.5520490236,1.0,0.01226411,0.4624855605,635.0,0.0007283237173228
1.0,30.0%,12292844.179789778,1.0,0.011875291,0.44672365049999996,635.0,0.00070350181181095
0.0,30.0%,304660.0533357742,1.0,0.012780917,0.4625303155,635.0,0.00072839419763775
1.0,32.5%,5317930.870671165,1.0,0.0118072425,0.448409466,635.0,0.0007061566393700501
0.0,32.5%,334114.2240934237,1.0,0.011860718,0.460156569,635.0,0.0007246560141732
1.0,35.0%,8399845.120055728,1.0,0.011905498,0.44846487,635.0,0.0007062438897637001
0.0,35.0%,313871.26658515114,1.0,0.011858324,0.45853509550000005,635.0,0.0007221025125984
1.0,37.5%,5317930.870671165,1.0,0.012109468,0.44367411749999996,635.0,0.00069869939763775
0.0,37.5%,323676.5520490236,1.0,0.0118736925,0.45722246,635.0,0.00072003537007865
1.0,40.0%,10385589.763530008,1.0,0.011913688,0.443174974,635.0,0.00069791334488185
0.0,40.0%,313871.26658515114,1.0,0.0119063095,0.45676238550000003,635.0,0.00071931084330705
