Trained,Pruning Percentage,Perplexity,ROGUE-L F1 Score,TTFT (s),Run Time (s),Output Tokens,Time per Output Token (s)
,0,31.10908815096766,1.0,0.0146904725,0.46012087749999997,502.0,0.0009165754531872
1.0,2.5%,748257.8790940979,1.0,0.0134646215,0.438152644,502.0,0.00087281403187245
0.0,2.5%,315097.7253801743,1.0,0.0133865195,0.4556258405,502.0,0.0009076211962151
1.0,5.0%,1322144.33279695,1.0,0.0133068335,0.44023098699999996,502.0,0.00087695415737045
0.0,5.0%,334114.2240934237,1.0,0.0134207685,0.4534955395,502.0,0.00090337756872505
1.0,7.5%,1357671.829642493,1.0,0.013773605,0.44227282,502.0,0.0008810215537848
0.0,7.5%,324308.9386295512,1.0,0.0135536245,0.453289811,502.0,0.0009029677509959501
1.0,10.0%,1615568.2778101112,1.0,0.013668076,0.4401682625,502.0,0.00087682920816725
0.0,10.0%,334114.2240934237,1.0,0.0134811475,0.4583191095,502.0,0.0009129862739043
1.0,12.5%,2742904.2905161865,1.0,0.0134777515,0.44013122250000003,502.0,0.00087675542330675
0.0,12.5%,334114.2240934237,1.0,0.013428738499999999,0.4525010305,502.0,0.00090139647509955
1.0,15.0%,18173926.580562558,1.0,0.0133834785,0.4390718865,502.0,0.00087464519223105
0.0,15.0%,324308.9386295512,1.0,0.013675109500000001,0.454115516,502.0,0.0009046125816732501
1.0,17.5%,14216220.951213254,1.0,0.013330558,0.443108679,502.0,0.0008826866115537501
0.0,17.5%,324308.9386295512,1.0,0.013420657999999999,0.453104686,502.0,0.00090259897609555
1.0,20.0%,6386360.474040649,1.0,0.0133986265,0.43889652,502.0,0.00087429585657365
0.0,20.0%,323676.5520490236,1.0,0.013455444,0.458645246,502.0,0.00091363594820715
1.0,22.5%,10397327.691537399,1.0,0.0145767875,0.441500295,502.0,0.0008794826593624999
0.0,22.5%,367490.1721238203,1.0,0.013575626,0.456395545,502.0,0.0009091544721115
1.0,25.0%,7339496.712665124,1.0,0.0133776275,0.440321889,502.0,0.00087713523705175
0.0,25.0%,313871.26658515114,1.0,0.013416810500000001,0.455927555,502.0,0.0009082222211155
1.0,27.5%,9496552.129116729,1.0,0.0133338645,0.4403144795,502.0,0.0008771204770916001
0.0,27.5%,366773.5842483551,1.0,0.0137263205,0.45614098849999996,502.0,0.00090864738745015
1.0,30.0%,8767808.567327693,1.0,0.013368234,0.4436580375,502.0,0.00088378095119515
0.0,30.0%,315097.7253801743,1.0,0.0134568715,0.45489319,502.0,0.0009061617330676499
1.0,32.5%,6299178.610778628,1.0,0.01337898,0.44061932049999997,502.0,0.0008777277300796
0.0,32.5%,334114.2240934237,1.0,0.0134047135,0.45520756949999996,502.0,0.0009067879870517501
1.0,35.0%,6155090.992711869,1.0,0.013468438999999999,0.4425271045,502.0,0.0008815280966135
0.0,35.0%,334114.2240934237,1.0,0.01336045,0.4556635615,502.0,0.00090769633764935
1.0,37.5%,13089370.244203726,1.0,0.013613032,0.442586087,502.0,0.0008816455916334
0.0,37.5%,334114.2240934237,1.0,0.0134814935,0.4574888055,502.0,0.0009113322818725
1.0,40.0%,10832296.605240462,1.0,0.013415248500000001,0.4424105995,502.0,0.00088129601494015
0.0,40.0%,334114.2240934237,1.0,0.013456466,0.4584689915,502.0,0.00091328484362545
1.0,42.5%,13089370.244203726,1.0,0.013422030500000001,0.44318627499999996,502.0,0.0008828411852589
0.0,42.5%,334114.2240934237,1.0,0.0133802815,0.45449386599999997,502.0,0.0009053662669322
1.0,45.0%,11008781.898911867,1.0,0.014766827,0.44171906250000004,502.0,0.0008799184511952001
0.0,45.0%,334114.2240934237,1.0,0.013863415,0.45768114849999997,502.0,0.00091171543525895
