Trained,Pruning Percentage,Perplexity,ROGUE-L F1 Score,TTFT (s),Run Time (s),Output Tokens,Time per Output Token (s)
,0,38.71588573814723,1.0,0.013248389499999999,0.4841069435,1093.0,0.00044291577630370003
1.0,2.5%,751853.9739096502,1.0,0.0120058815,0.463993657,1093.0,0.00042451386733755004
0.0,2.5%,324308.9386295512,1.0,0.01208423,0.47969644,1093.0,0.0004388805489478
1.0,5.0%,1374040.321526236,1.0,0.011961438,0.4645481,1093.0,0.00042502113449215
0.0,5.0%,323676.5520490236,1.0,0.0120652295,0.47906702,1093.0,0.00043830468435495
1.0,7.5%,1275414.65178003,1.0,0.012039791000000001,0.4684714235,1093.0,0.00042861063449220005
0.0,7.5%,304065.98112127866,1.0,0.012103306000000001,0.48223189600000005,1093.0,0.0004412002708142
1.0,10.0%,1296023.1612146602,1.0,0.011858478,0.46828413999999996,1093.0,0.00042843928636775
0.0,10.0%,313871.26658515114,1.0,0.0121402305,0.482347525,1093.0,0.00044130606129915
1.0,12.5%,1584061.9424727699,1.0,0.0120506965,0.46772797899999996,1093.0,0.00042793044739245
0.0,12.5%,334114.2240934237,1.0,0.012220192,0.479824762,1093.0,0.0004389979524245
1.0,15.0%,18137495.525450088,1.0,0.012183502499999999,0.4669791435,1093.0,0.0004272453279963
0.0,15.0%,334114.2240934237,1.0,0.012401399,0.481168893,1093.0,0.00044022771546200004
1.0,17.5%,14366938.26543449,1.0,0.012211686,0.4700644585,1093.0,0.00043006812305575
0.0,17.5%,334114.2240934237,1.0,0.012014523499999999,0.4808930055,1093.0,0.0004399753023787
1.0,20.0%,4899172.983106084,1.0,0.012051678,0.464944148,1093.0,0.000425383483989
0.0,20.0%,324308.9386295512,1.0,0.0121392585,0.48001741350000005,1093.0,0.00043917421180235
1.0,22.5%,11931292.138331376,1.0,0.0120137365,0.466494921,1093.0,0.0004268023064958
0.0,22.5%,323676.5520490236,1.0,0.0120689205,0.48136413850000004,1093.0,0.00044040634812440003
1.0,25.0%,7455986.8901125,1.0,0.012083203,0.468827554,1093.0,0.00042893646294595
0.0,25.0%,334114.2240934237,1.0,0.012075613499999999,0.48127457900000004,1093.0,0.0004403244089661
1.0,27.5%,4605663.9634838505,1.0,0.011858833999999999,0.4684765795,1093.0,0.00042861535178405
0.0,27.5%,334114.2240934237,1.0,0.012022853,0.48478137499999996,1093.0,0.00044353282250685
1.0,30.0%,4995733.727047534,1.0,0.012188161,0.4686197755,1093.0,0.0004287463636779
0.0,30.0%,324308.9386295512,1.0,0.0119308995,0.4796025695,1093.0,0.0004387946655992
