Trained,Pruning Percentage,Perplexity,ROGUE-L F1 Score,TTFT (s),Run Time (s),Output Tokens,Time per Output Token (s)
1.0,32.5%,9559468.202002335,1.0,0.012121886,0.468103316,1093.0,0.00042827384812435
0.0,32.5%,334114.2240934237,1.0,0.0121883565,0.4836581835,1093.0,0.00044250519990845
1.0,35.0%,8494896.110962464,1.0,0.011917780499999999,0.468650624,1093.0,0.00042877458737415
0.0,35.0%,355662.7401930894,1.0,0.011970268999999999,0.482363943,1093.0,0.0004413210823421
1.0,37.5%,12100797.29791012,1.0,0.012168033500000001,0.468817971,1093.0,0.0004289276953339
0.0,37.5%,324308.9386295512,1.0,0.012165473,0.48128453299999996,1093.0,0.0004403335160109
1.0,40.0%,10575968.383152127,1.0,0.012160243500000001,0.4672951275,1093.0,0.00042753442589195
0.0,40.0%,323676.5520490236,1.0,0.012588858,0.4814114325,1093.0,0.00044044961802375
1.0,42.5%,11499223.864761433,1.0,0.013549103,0.4706535795,1093.0,0.0004306071175663
0.0,42.5%,334114.2240934237,1.0,0.012684404,0.4836610085,1093.0,0.0004425077845379
1.0,45.0%,11246342.21966305,1.0,0.012094483999999999,0.46787248950000004,1093.0,0.0004280626619396
0.0,45.0%,334114.2240934237,1.0,0.012201872,0.4835449745,1093.0,0.0004424016235132
1.0,47.5%,11499248.453390889,1.0,0.011956373499999999,0.46829427050000005,1093.0,0.0004284485548947
0.0,47.5%,313871.26658515114,1.0,0.012015940999999999,0.483132785,1093.0,0.0004420245059469
1.0,50.0%,10385589.763530008,1.0,0.0120072145,0.47587532099999996,1093.0,0.000435384557182
0.0,50.0%,334114.2240934237,1.0,0.011961698,0.484960569,1093.0,0.0004436967694419
1.0,52.5%,13030355.59639098,1.0,0.0121346145,0.46797742200000003,1093.0,0.0004281586660567
0.0,52.5%,324308.9386295512,1.0,0.011903063,0.482789416,1093.0,0.00044171035315639995
1.0,55.0%,15692976.688600896,1.0,0.0119744275,0.4694766805,1093.0,0.00042953035727349997
0.0,55.0%,323676.5520490236,1.0,0.012821763,0.4848529305,1093.0,0.00044359828956995
1.0,57.5%,17145828.589223355,1.0,0.0119641275,0.467712542,1093.0,0.0004279163238792
0.0,57.5%,345225.06814868934,1.0,0.012003266,0.48086717450000005,1093.0,0.00043995166925885
1.0,60.0%,10194011.796097405,1.0,0.0133733255,0.471809183,1093.0,0.0004316643943275
0.0,60.0%,313871.26658515114,1.0,0.0120819355,0.4875961845,1093.0,0.00044610812854525
1.0,62.5%,9878860.032198897,1.0,0.011935738500000001,0.4680641705,1093.0,0.00042823803339425
0.0,62.5%,324308.9386295512,1.0,0.01196535,0.4835957805,1093.0,0.0004424481065873
1.0,65.0%,8126477.444689047,1.0,0.0124440345,0.4684858275,1093.0,0.0004286238129002
0.0,65.0%,323676.5520490236,1.0,0.012170321500000001,0.48249255,1093.0,0.00044143874656905
1.0,67.5%,6669149.881283229,1.0,0.012138968,0.466481035,1093.0,0.00042678960201279997
0.0,67.5%,323676.5520490236,1.0,0.0128898275,0.48223226399999997,1093.0,0.00044120060750225
1.0,70.0%,19015073.291331105,1.0,0.013533733999999999,0.47004746399999997,1093.0,0.00043005257456535005
0.0,70.0%,313871.26658515114,1.0,0.012136488,0.483602582,1093.0,0.00044245432936865
1.0,72.5%,33885302.69336715,1.0,0.012127847,0.46994234450000005,1093.0,0.0004299563993595
0.0,72.5%,324308.9386295512,1.0,0.01196252,0.48627826350000003,1093.0,0.00044490234537964996
1.0,75.0%,48539432.92299855,1.0,0.012009599,0.46698799199999996,1093.0,0.0004272534236047
0.0,75.0%,304065.98112127866,1.0,0.012204998,0.480721338,1093.0,0.000439818241537
1.0,77.5%,90172465.45788443,1.0,0.0123326795,0.465939631,1093.0,0.0004262942644098
0.0,77.5%,344551.8961378237,1.0,0.0120342955,0.47741259049999996,1093.0,0.0004367910251601
1.0,80.0%,20787281.653109524,1.0,0.012343194,0.46650296150000004,1093.0,0.0004268096628545
0.0,80.0%,323676.5520490236,1.0,0.0119824975,0.4805191365,1093.0,0.00043963324473919997
1.0,82.5%,29537230.78071707,1.0,0.0120412835,0.46738234749999996,1093.0,0.0004276142246111
0.0,82.5%,347247.21461554774,1.0,0.0120817445,0.4826522295,1093.0,0.00044158483943269997
1.0,85.0%,214609038.37340015,1.0,0.012125938,0.46840791849999996,1093.0,0.0004285525329368
0.0,85.0%,323676.5520490236,1.0,0.013209541,0.48266710749999997,1093.0,0.00044159845150955
1.0,87.5%,22976964.932483964,1.0,0.0119831935,0.46603751400000004,1093.0,0.00042638381884715004
0.0,87.5%,304660.0533357742,1.0,0.011991449,0.48024862749999997,1093.0,0.00043938575251595
1.0,90.0%,147547051.53632167,1.0,0.012173607999999999,0.4658110915,1093.0,0.00042617666193960004
0.0,90.0%,323676.5520490236,1.0,0.014033924,0.484206747,1093.0,0.0004430070878316
1.0,92.5%,2645022.3136873874,1.0,0.0132861955,0.4683784975,1093.0,0.00042852561527899997
0.0,92.5%,355662.7401930894,1.0,0.0119231045,0.4814115545,1093.0,0.00044044972964315003
1.0,95.0%,1590528.5969807568,1.0,0.0120361785,0.465194245,1093.0,0.00042561230100635
0.0,95.0%,355662.7401930894,1.0,0.011992125499999999,0.4809513655,1093.0,0.00044002869670625
1.0,97.5%,994158.5299761973,1.0,0.011873461,0.46490890100000004,1093.0,0.00042535123604755
0.0,97.5%,334114.2240934237,1.0,0.011736307,0.48096080350000003,1093.0,0.00044003733165595
