Trained,Pruning Percentage,Perplexity,ROGUE-L F1 Score,TTFT (s),Run Time (s),Output Tokens,Time per Output Token (s)
,0,48.182698291098816,1.0,0.014664612,0.4521960245,334.0,0.0013538803128742
1.0,2.5%,796516.3661372968,1.0,0.0134675745,0.4285386205,334.0,0.0012830497619759499
0.0,2.5%,304065.98112127866,1.0,0.013569452,0.443989133,334.0,0.0013293087814370999
1.0,5.0%,1263122.5845102982,1.0,0.013193922,0.427841282,334.0,0.00128096192215565
0.0,5.0%,355662.7401930894,1.0,0.013434472,0.44181901599999995,334.0,0.00132281142514965
1.0,7.5%,1709275.0609459863,1.0,0.013318858999999999,0.4275696235,334.0,0.00128014857335325
0.0,7.5%,304660.0533357742,1.0,0.0133315975,0.44278264700000003,334.0,0.00132569654790415
1.0,10.0%,1319544.8182642385,1.0,0.013720783,0.4292297015,334.0,0.0012851188667664
0.0,10.0%,344551.8961378237,1.0,0.013314681,0.447636556,334.0,0.00134022920958075
1.0,12.5%,1661186.4867510821,1.0,0.013410817,0.43057796950000005,334.0,0.0012891555973053499
0.0,12.5%,323676.5520490236,1.0,0.0141070935,0.44569900900000003,334.0,0.0013344281706586
1.0,15.0%,9904445.044379164,1.0,0.013665619,0.42917848999999997,334.0,0.0012849655389221499
0.0,15.0%,345225.06814868934,1.0,0.013494325,0.4448750815,334.0,0.00133196132185625
1.0,17.5%,12758840.968914077,1.0,0.0134161675,0.428485845,334.0,0.001282891751497
0.0,17.5%,344551.8961378237,1.0,0.013378371,0.44273646499999997,334.0,0.0013255582784430999
1.0,20.0%,4214069.4623403,1.0,0.013579561,0.43004744699999997,334.0,0.0012875672065868
0.0,20.0%,335419.78268481686,1.0,0.0134189825,0.44381053449999996,334.0,0.0013287740553892002
1.0,22.5%,3992032.377761407,1.0,0.0133094055,0.427407668,334.0,0.00127966367664665
0.0,22.5%,334114.2240934237,1.0,0.01327243,0.44254793849999996,334.0,0.00132499382784425
1.0,25.0%,8097446.948019328,1.0,0.0132063025,0.4279249635,334.0,0.00128121246556885
0.0,25.0%,344551.8961378237,1.0,0.013344689,0.4438797115,334.0,0.0013289811721556499
1.0,27.5%,8767808.567327693,1.0,0.0132898205,0.429202794,334.0,0.00128503830538915
0.0,27.5%,324308.9386295512,1.0,0.0139238585,0.446524759,334.0,0.00133690047604785
1.0,30.0%,4674801.816203894,1.0,0.013379644999999999,0.4313245785,334.0,0.00129139095359275
0.0,30.0%,323676.5520490236,1.0,0.013302399,0.445201323,334.0,0.00133293809281435
1.0,32.5%,5276037.799994774,1.0,0.0145562735,0.4310278315,334.0,0.0012905024895209002
0.0,32.5%,344551.8961378237,1.0,0.013275338,0.4446315405,334.0,0.00133123215718555
1.0,35.0%,12656556.728443984,1.0,0.0133347855,0.4308032625,334.0,0.00128983012724545
0.0,35.0%,313871.26658515114,1.0,0.0132566775,0.444324461,334.0,0.00133031275748495
1.0,37.5%,10995569.266758893,1.0,0.013233519,0.4302460195,334.0,0.0012881617350299001
0.0,37.5%,334114.2240934237,1.0,0.0132044295,0.4446566585,334.0,0.0013313073607784
1.0,40.0%,8955604.550589591,1.0,0.013295360999999999,0.43074356550000004,334.0,0.00128965139371255
0.0,40.0%,334114.2240934237,1.0,0.0132138425,0.443181136,334.0,0.00132688962874245
1.0,42.5%,11409991.763828443,1.0,0.013375778000000001,0.430303771,334.0,0.0012883346437125502
0.0,42.5%,304660.0533357742,1.0,0.013250271,0.4451458145,334.0,0.0013327718997005501
1.0,45.0%,15870555.31811233,1.0,0.013323999999999999,0.428290364,334.0,0.0012823064790418999
0.0,45.0%,344551.8961378237,1.0,0.013587658999999998,0.4446334115,334.0,0.00133123775898195
1.0,47.5%,13789966.972820472,1.0,0.013351217,0.4304543405,334.0,0.00128878545059875
0.0,47.5%,313871.26658515114,1.0,0.0134594565,0.44383471100000005,334.0,0.0013288464401197
1.0,50.0%,8364037.765440228,1.0,0.013320512999999999,0.4306785955,334.0,0.0012894568727544
0.0,50.0%,334114.2240934237,1.0,0.0132706485,0.4450939415,334.0,0.0013326165913173
1.0,52.5%,10148051.142168157,1.0,0.013372506499999999,0.43134447200000003,334.0,0.00129145051497
0.0,52.5%,344551.8961378237,1.0,0.013263911,0.44433792250000004,334.0,0.0013303530613772
1.0,55.0%,21010933.38778482,1.0,0.013345801000000001,0.43139336149999996,334.0,0.0012915968907185001
0.0,55.0%,313871.26658515114,1.0,0.013469248999999999,0.4438339485,334.0,0.0013288441571856
1.0,57.5%,12274600.141389264,1.0,0.01394318,0.431069486,334.0,0.00129062720359275
0.0,57.5%,344551.8961378237,1.0,0.013659899,0.443781869,334.0,0.00132868823053885
1.0,60.0%,13189912.070176797,1.0,0.013667284,0.4327160175,334.0,0.0012955569386227002
0.0,60.0%,334114.2240934237,1.0,0.013273449,0.4464010025,334.0,0.00133652994760475
1.0,62.5%,10534828.516142964,1.0,0.0135537435,0.4297735575,334.0,0.00128674717814365
0.0,62.5%,338036.0013661708,1.0,0.0132589415,0.44479163050000003,334.0,0.0013317114685627999
1.0,65.0%,10385589.763530008,1.0,0.013561338,0.429916338,334.0,0.0012871746646706
0.0,65.0%,335419.78268481686,1.0,0.013371324,0.443189501,334.0,0.00132691467365265
1.0,67.5%,8099115.944579771,1.0,0.013330591999999999,0.4302880015,334.0,0.0012882874296407001
0.0,67.5%,313871.26658515114,1.0,0.013255484500000001,0.44279423900000003,334.0,0.001325731254491
1.0,70.0%,10761003.354577096,1.0,0.013228503999999999,0.428056008,334.0,0.0012816048143712501
0.0,70.0%,355662.7401930894,1.0,0.013331459,0.442632976,334.0,0.0013252484311377
1.0,72.5%,26923072.98510712,1.0,0.0133080795,0.4272273505,334.0,0.00127912380389215
0.0,72.5%,313871.26658515114,1.0,0.013400473999999999,0.44476811400000005,334.0,0.0013316410598802
1.0,75.0%,55323325.97561472,1.0,0.0133693,0.4280336435,334.0,0.0012815378547903502
0.0,75.0%,345225.06814868934,1.0,0.0132730285,0.443588118,334.0,0.0013281081377245
1.0,77.5%,70322960.45916548,1.0,0.0134428435,0.429307608,334.0,0.0012853521197604
0.0,77.5%,357052.5000794202,1.0,0.013356845999999999,0.44421493450000005,334.0,0.0013299848338322998
1.0,80.0%,48589228.271363266,1.0,0.013282511,0.4290770705,334.0,0.0012846618877245001
0.0,80.0%,355662.7401930894,1.0,0.015607792999999998,0.44542993799999997,334.0,0.0013336225688622499
1.0,82.5%,23164998.55899908,1.0,0.013255911,0.4280660555,334.0,0.00128163489670655
0.0,82.5%,304660.0533357742,1.0,0.0138742,0.443114416,334.0,0.00132668986826345
1.0,85.0%,42685181.893537715,1.0,0.01324515,0.4290626595,334.0,0.00128461874101795
0.0,85.0%,334114.2240934237,1.0,0.0130543945,0.442595877,334.0,0.0013251373562873999
1.0,87.5%,20410889.18339866,1.0,0.013261796999999999,0.4325013395,334.0,0.0012949141901197
0.0,87.5%,323676.5520490236,1.0,0.0131608705,0.44436089349999996,334.0,0.0013304218368263001
1.0,90.0%,214546685.67461124,1.0,0.013227982499999999,0.43052411349999997,334.0,0.0012889943517964
0.0,90.0%,334114.2240934237,1.0,0.013208576,0.4443373975,334.0,0.0013303514895209
1.0,92.5%,5971822.090009273,1.0,0.0155336825,0.430258216,334.0,0.0012881982514969998
0.0,92.5%,345225.06814868934,1.0,0.0130826885,0.4460451575,334.0,0.0013354645434131502
1.0,95.0%,1786138.836517721,1.0,0.0132652135,0.43016875050000003,334.0,0.0012879303907185002
0.0,95.0%,323676.5520490236,1.0,0.013251292,0.4446310095,334.0,0.0013312305673652
1.0,97.5%,1186593.8558236929,1.0,0.015556973500000001,0.430513896,334.0,0.00128896376047895
0.0,97.5%,323676.5520490236,1.0,0.0131822685,0.4459624405,334.0,0.0013352168877245
