Trained,Pruning Percentage,Perplexity,ROGUE-L F1 Score,TTFT (s),Run Time (s),Output Tokens,Time per Output Token (s)
,0,24.22778221261098,1.0,0.0139934375,0.534899013,1812.0,0.00029519813079465
1.0,2.5%,875556.1005544171,1.0,0.012045007,0.505560419,1812.0,0.0002790068537527
0.0,2.5%,323676.5520490236,1.0,0.011961244499999999,0.515420623,1812.0,0.00028444846743925
1.0,5.0%,1358853.5983130333,1.0,0.011852404,0.5002296925,1812.0,0.00027606495171075
0.0,5.0%,344551.8961378237,1.0,0.0118646375,0.514738764,1812.0,0.00028407216556285
1.0,7.5%,1407415.3161520036,1.0,0.011978036000000001,0.5032650095,1812.0,0.00027774007146795
0.0,7.5%,324308.9386295512,1.0,0.011938902500000001,0.5163128795,1812.0,0.00028494088272624997
1.0,10.0%,1560540.2854231915,1.0,0.012572966,0.5085406514999999,1812.0,0.00028065157367544995
0.0,10.0%,313871.26658515114,1.0,0.0122503965,0.518697502,1812.0,0.00028625689955845
1.0,12.5%,1768323.8103757529,1.0,0.012283503500000001,0.506619851,1812.0,0.0002795915292494
0.0,12.5%,344551.8961378237,1.0,0.012534864,0.5182888855,1812.0,0.00028603139376374997
1.0,15.0%,8831367.306522578,1.0,0.012486532500000001,0.5123019520000001,1812.0,0.0002827273465783
0.0,15.0%,313871.26658515114,1.0,0.012328208,0.525536904,1812.0,0.00029003140397345
1.0,17.5%,9072807.262159958,1.0,0.0122643275,0.5090806290000001,1812.0,0.00028094957450325
0.0,17.5%,344551.8961378237,1.0,0.012293463000000001,0.517496197,1812.0,0.00028559392770415005
1.0,20.0%,3640739.3151632184,1.0,0.012276631,0.5072182425,1812.0,0.0002799217673841
0.0,20.0%,323676.5520490236,1.0,0.0122648385,0.5211135695,1812.0,0.00028759027014345
1.0,22.5%,8000086.069475958,1.0,0.012414771500000001,0.5117716880000001,1812.0,0.00028243470640169997
0.0,22.5%,323676.5520490236,1.0,0.0123614205,0.5287398925,1812.0,0.00029179905767105
1.0,25.0%,12849563.61033022,1.0,0.0123610605,0.5139409775,1812.0,0.0002836318860375
0.0,25.0%,334114.2240934237,1.0,0.012144155,0.529017728,1812.0,0.00029195238852095
1.0,27.5%,7060051.1767227035,1.0,0.012217243499999999,0.506994528,1812.0,0.00027979830463569996
0.0,27.5%,334114.2240934237,1.0,0.0124949985,0.5214300725000001,1812.0,0.00028776494067319996
1.0,30.0%,6977952.5266918745,1.0,0.0122931415,0.5050401555,1812.0,0.00027871973261585
0.0,30.0%,313871.26658515114,1.0,0.012227548000000001,0.5203316095,1812.0,0.0002871587248896
1.0,32.5%,6789634.586806941,1.0,0.0122279035,0.5100346124999999,1812.0,0.0002814760554635
0.0,32.5%,323676.5520490236,1.0,0.01222865,0.521975902,1812.0,0.00028806617108165
1.0,35.0%,8399845.120055728,1.0,0.012314572,0.5107476325,1812.0,0.0002818695543598
0.0,35.0%,324308.9386295512,1.0,0.0122130655,0.5210930175,1812.0,0.0002875789279801
1.0,37.5%,15537731.29270294,1.0,0.0122640665,0.5090053489999999,1812.0,0.00028090802924935
0.0,37.5%,344551.8961378237,1.0,0.012213061,0.521831509,1812.0,0.00028798648399555
1.0,40.0%,12274600.141389264,1.0,0.013611509,0.5116418565,1812.0,0.0002823630554635
0.0,40.0%,334114.2240934237,1.0,0.012406401000000001,0.5210083345000001,1812.0,0.00028753219343265
1.0,42.5%,7381237.421101583,1.0,0.012247675999999999,0.5080913845,1812.0,0.00028040363382995
0.0,42.5%,334114.2240934237,1.0,0.012212062,0.5231415850000001,1812.0,0.00028870948399554997
1.0,45.0%,10379023.95992512,1.0,0.0123361065,0.5100528965,1812.0,0.00028148614597125
0.0,45.0%,323676.5520490236,1.0,0.0123388215,0.522857072,1812.0,0.0002885524679911
1.0,47.5%,9165250.797829513,1.0,0.0122982445,0.5086431775,1812.0,0.00028070815535315
0.0,47.5%,344551.8961378237,1.0,0.0123702165,0.5227770009999999,1812.0,0.0002885082786975
1.0,50.0%,6974631.836877011,1.0,0.01231424,0.5044762395,1812.0,0.0002784085206953
0.0,50.0%,313871.26658515114,1.0,0.0125438085,0.5178869564999999,1812.0,0.00028580957864235
1.0,52.5%,9715215.927019084,1.0,0.012413202,0.5024024255,1812.0,0.00027726403173285
0.0,52.5%,323676.5520490236,1.0,0.0146532695,0.5295237755,1812.0,0.00029223166418315
1.0,55.0%,10678916.134209724,1.0,0.012315162000000001,0.5114219595,1812.0,0.00028224169950325005
0.0,55.0%,323676.5520490236,1.0,0.012717181000000001,0.5278725305,1812.0,0.0002913203810706
1.0,57.5%,15537731.29270294,1.0,0.012490287499999999,0.508806744,1812.0,0.000280798423841
0.0,57.5%,344551.8961378237,1.0,0.012188943,0.5230512405000001,1812.0,0.00028865962499995
1.0,60.0%,11169372.110238036,1.0,0.0125449715,0.5078882855,1812.0,0.0002802915482891
0.0,60.0%,323676.5520490236,1.0,0.0122509305,0.5199479195000001,1812.0,0.00028694697544145
1.0,62.5%,10020208.952618264,1.0,0.0123437805,0.505023418,1812.0,0.00027871049558495
0.0,62.5%,313871.26658515114,1.0,0.012233588,0.5251168135,1812.0,0.00028979956594920003
1.0,65.0%,7819662.553152197,1.0,0.0123208875,0.508288088,1812.0,0.0002805121898454
0.0,65.0%,334114.2240934237,1.0,0.0122703275,0.524514822,1812.0,0.00028946734105955
1.0,67.5%,7412837.30063951,1.0,0.012305148,0.5066604185,1812.0,0.00027961391749445
0.0,67.5%,313871.26658515114,1.0,0.012515771,0.520985002,1812.0,0.000287519316777
1.0,70.0%,19312549.87803156,1.0,0.0124481335,0.5062434705000001,1812.0,0.00027938381374165004
0.0,70.0%,334114.2240934237,1.0,0.012394772,0.523172412,1812.0,0.0002887264966887
1.0,72.5%,26691397.986439396,1.0,0.0129558975,0.5066958245,1812.0,0.00027963345722954995
0.0,72.5%,323676.5520490236,1.0,0.0123028785,0.5211616059999999,1812.0,0.00028761678035315
1.0,75.0%,70696909.97775754,1.0,0.01273232,0.507591472,1812.0,0.0002801277439293
0.0,75.0%,323676.5520490236,1.0,0.0124556425,0.516379457,1812.0,0.0002849776252759
1.0,77.5%,90116039.93591504,1.0,0.0124806395,0.5042523569999999,1812.0,0.00027828496523175
0.0,77.5%,334114.2240934237,1.0,0.012313098,0.5156260699999999,1812.0,0.00028456184878585
1.0,80.0%,42926621.849175096,1.0,0.012629676,0.501538138,1812.0,0.00027678705187635
0.0,80.0%,323676.5520490236,1.0,0.0123167795,0.5160268219999999,1812.0,0.0002847830143487
1.0,82.5%,16109088.779323503,1.0,0.0126364085,0.5017880445,1812.0,0.00027692496937085
0.0,82.5%,313871.26658515114,1.0,0.012429388,0.5171827815000001,1812.0,0.0002854209610927
1.0,85.0%,189336785.56763518,1.0,0.0124361905,0.500630482,1812.0,0.00027628613796904997
0.0,85.0%,334114.2240934237,1.0,0.0123388215,0.5185684585,1812.0,0.00028618568349884996
1.0,87.5%,89739647.46620417,1.0,0.0124453875,0.5021479785,1812.0,0.00027712360844365
0.0,87.5%,323676.5520490236,1.0,0.0126584655,0.519306513,1812.0,0.00028659299834435
1.0,90.0%,189245370.89561045,1.0,0.0121648075,0.501281271,1812.0,0.0002766452930463
0.0,90.0%,323676.5520490236,1.0,0.012132822000000001,0.5159109455,1812.0,0.0002847190648454
1.0,92.5%,9708301.76470921,1.0,0.012284108,0.505716257,1812.0,0.00027909285706399995
0.0,92.5%,323676.5520490236,1.0,0.014211235,0.523540339,1812.0,0.00028892954690944996
1.0,95.0%,993293.9295470304,1.0,0.0121092935,0.5018861055,1812.0,0.00027697908692045
0.0,95.0%,323676.5520490236,1.0,0.012130176999999999,0.5171958975,1812.0,0.00028542819950324997
1.0,97.5%,1295656.24420967,1.0,0.012277551000000001,0.5018882495,1812.0,0.00027698027014345
0.0,97.5%,334114.2240934237,1.0,0.012180683000000001,0.5167614805,1812.0,0.000285188455022
