Trained,Pruning Percentage,Perplexity,ROGUE-L F1 Score,TTFT (s),Run Time (s),Output Tokens,Time per Output Token (s)
,0,32.09659661306934,1.0,0.069502487,0.7597667725,629.0,0.001207896299682
1.0,2.5%,635136.268921478,1.0,0.0093206485,0.343932695,629.0,0.0005467928378377999
0.0,2.5%,304065.98112127866,1.0,0.0093581295,0.354951754,629.0,0.00056431121462635
1.0,5.0%,1212586.3277732446,1.0,0.009875668,0.34591213649999997,629.0,0.00054993980365655
0.0,5.0%,324308.9386295512,1.0,0.0096082865,0.3570942885,629.0,0.0005677174697933
1.0,7.5%,1275414.65178003,1.0,0.0101276935,0.349741254,629.0,0.00055602743084255
0.0,7.5%,324308.9386295512,1.0,0.010265423,0.3611910975,629.0,0.0005742306796502001
1.0,10.0%,1113538.6747948385,1.0,0.010289154500000001,0.35345802800000004,629.0,0.0005619364515102999
0.0,10.0%,324308.9386295512,1.0,0.009771721,0.3597119835,629.0,0.0005718791470588
1.0,12.5%,2194752.6223651343,1.0,0.0097365145,0.3468671665,629.0,0.0005514581343402
0.0,12.5%,334114.2240934237,1.0,0.011745756999999999,0.3615884305,629.0,0.0005748623696342999
1.0,15.0%,12608123.65469284,1.0,0.009658080999999999,0.3545104495,629.0,0.00056360961764705
0.0,15.0%,323676.5520490236,1.0,0.009784515,0.36107936900000004,629.0,0.00057405305087435
1.0,17.5%,9026028.861438798,1.0,0.0096771775,0.3527411915,629.0,0.0005607968068362
0.0,17.5%,313871.26658515114,1.0,0.009742841,0.36053659699999996,629.0,0.00057319013831475
1.0,20.0%,6386360.474040649,1.0,0.009679601999999999,0.3473623115,629.0,0.00055224532829885
0.0,20.0%,313871.26658515114,1.0,0.009743116999999999,0.35892108450000004,629.0,0.0005706217559618
1.0,22.5%,5116814.605685633,1.0,0.009809827,0.3463927245,629.0,0.00055070385453095
0.0,22.5%,355662.7401930894,1.0,0.0097619275,0.356859223,629.0,0.0005673437567566999
1.0,25.0%,13273308.47728699,1.0,0.0097237905,0.34534349649999996,629.0,0.00054903576550075
0.0,25.0%,334114.2240934237,1.0,0.009863668999999999,0.35515312450000003,629.0,0.0005646313585054999
1.0,27.5%,7819662.553152197,1.0,0.009715364,0.345327798,629.0,0.0005490108076311
